jobID,Real,Guess,Calc,pFound,len
73096,2.0,0.0,0.5,0.0,6
73102,7.5,2.96,3.1,0.2,5
73178,28.0,0.0,77.0,0.0,7
73243,29.0,0.885992,17.0,0.16,25
73284,15.0,0.0,15.0,0.0,2
73285,38.0,12.3,156.45,0.02,45
73298,8.0,0.0,25.0,0.0,4
45820,65.5,57.8792,38.5,0.22,115
49960,11.0,11.7,11.5,0.1,21
67751,28.0,29.76,45.0,0.22,49
73424,2.0,0.0,0.5,0.0,7
73437,3.0,0.0,0.5,0.0,1
73467,7.5,14.4,36.22,0.67,3
73105,2.0,0.0,3.0,0.0,8
73522,1.0,0.0,1.25,0.0,3
73530,4.0,70.4424,180.0,0.61,36
73531,7.5,7.08,48.22,0.43,7
69358,40.0,19.33996,1.0,0.24,25
73606,21.0,4.22008,63.0,0.69,16
73616,8.5,0.0,47.0,0.0,7
73725,7.5,0.0,12.0,0.0,3
73735,7.5,11.8,36.22,0.4,5
73745,15.0,9.2,36.22,0.5,4
73758,5.0,0.0,17.55,0.0,5
73789,37.0,7.24,57.5,0.22,18
73794,1.0,0.0,73.19,0.0,3
73830,8.5,0.7592,8.5,0.23,22
73836,7.5,14.84,36.22,0.6,5
72089,115.5,,22.5,0.18,170
73868,9.0,0.0,2.05,0.0,5
73885,2.5,0.0,4.0,0.0,5
73909,9.0,8.46,15.0,0.55,20
73928,7.5,8.16,36.22,0.5,4
